benchmark,sample_id,case_type,actual_label,predicted_label,method,level_pct,mask_area_px,target_area_px,control_area_px,control_n_draws,n_components,largest_component_area_frac,n_junction_seeds,n_corner_seeds,geometry_fraction,narrow_gap_fraction,thin_line_fraction,boundary_proximity_mean,junction_recall,junction_density_per_kpx,corner_recall,corner_density_per_kpx,local_density_mean,control_geometry_fraction_mean,control_geometry_fraction_std,control_geometry_fraction_min,control_geometry_fraction_max,control_narrow_gap_fraction_mean,control_narrow_gap_fraction_std,control_narrow_gap_fraction_min,control_narrow_gap_fraction_max,control_thin_line_fraction_mean,control_thin_line_fraction_std,control_thin_line_fraction_min,control_thin_line_fraction_max,control_boundary_proximity_mean_mean,control_boundary_proximity_mean_std,control_boundary_proximity_mean_min,control_boundary_proximity_mean_max,control_junction_recall_mean,control_junction_recall_std,control_junction_recall_min,control_junction_recall_max,control_junction_density_per_kpx_mean,control_junction_density_per_kpx_std,control_junction_density_per_kpx_min,control_junction_density_per_kpx_max,control_corner_recall_mean,control_corner_recall_std,control_corner_recall_min,control_corner_recall_max,control_corner_density_per_kpx_mean,control_corner_density_per_kpx_std,control_corner_density_per_kpx_min,control_corner_density_per_kpx_max,control_local_density_mean_mean,control_local_density_mean_std,control_local_density_mean_min,control_local_density_mean_max
iccad4,NNHSCAD4602_8,FP,NHS,HS,occlusion,10,5018,5018,5120,30,11,0.0371,0,46,0.3093,0.2441,0.0771,4.199,0.0,0.0,0.286,34.077,0.3236,0.2144,0.0996,0.0053,0.4998,0.1681,0.0561,0.043,0.3063,0.0528,0.0228,0.0025,0.1141,11.4383,4.8451,2.198,22.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1149,0.0669,0.0067,0.3211,13.4245,7.8164,0.781,37.5,0.2147,0.0798,0.0431,0.4405
iccad4,NNHSCAD4602_8,FP,NHS,HS,gradcam,20,10035,10035,10240,30,11,0.0371,0,46,0.367,0.3753,0.1118,2.087,0.0,0.0,0.6254,37.27,0.4097,0.2136,0.0648,0.0972,0.3636,0.1635,0.0385,0.0905,0.2502,0.0526,0.0149,0.0266,0.0881,12.7456,4.1767,5.667,22.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2082,0.0918,0.0,0.3896,12.1614,5.3593,0.0,22.754,0.2125,0.0557,0.1022,0.3258
iccad4,NNHSCAD4602_8,FP,NHS,HS,gradcam_plus,20,10035,10035,10240,30,11,0.0371,0,46,0.2456,0.1434,0.0769,8.902,0.0,0.0,0.1338,7.972,0.2183,0.2136,0.0648,0.0972,0.3636,0.1635,0.0385,0.0905,0.2502,0.0526,0.0149,0.0266,0.0881,12.7456,4.1767,5.667,22.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2082,0.0918,0.0,0.3896,12.1614,5.3593,0.0,22.754,0.2125,0.0557,0.1022,0.3258
iccad4,NNHSCAD4602_8,FP,NHS,HS,layercam,20,10035,10035,10240,30,11,0.0371,0,46,0.3173,0.3086,0.0806,2.81,0.0,0.0,0.4833,28.799,0.3613,0.2136,0.0648,0.0972,0.3636,0.1635,0.0385,0.0905,0.2502,0.0526,0.0149,0.0266,0.0881,12.7456,4.1767,5.667,22.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2082,0.0918,0.0,0.3896,12.1614,5.3593,0.0,22.754,0.2125,0.0557,0.1022,0.3258
iccad4,NNHSCAD4602_8,FP,NHS,HS,occlusion,20,10035,10035,10240,30,11,0.0371,0,46,0.3524,0.2596,0.0868,3.979,0.0,0.0,0.4833,28.799,0.336,0.2136,0.0648,0.0972,0.3636,0.1635,0.0385,0.0905,0.2502,0.0526,0.0149,0.0266,0.0881,12.7456,4.1767,5.667,22.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2082,0.0918,0.0,0.3896,12.1614,5.3593,0.0,22.754,0.2125,0.0557,0.1022,0.3258
iccad4,NNHSCAD4602_8,FP,NHS,HS,gradcam,30,15053,15053,15360,30,11,0.0371,0,46,0.4055,0.3429,0.1042,2.262,0.0,0.0,0.7977,31.688,0.399,0.1949,0.0391,0.1124,0.2545,0.157,0.0241,0.0993,0.1936,0.0485,0.0091,0.0285,0.062,12.9745,2.9942,7.725,21.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3256,0.0943,0.1538,0.5452,12.6758,3.6705,5.99,21.224,0.2017,0.0356,0.1252,0.2602
iccad4,NNHSCAD4602_8,FP,NHS,HS,gradcam_plus,30,15053,15053,15360,30,11,0.0371,0,46,0.2227,0.1702,0.0542,11.288,0.0,0.0,0.2107,8.37,0.2153,0.1949,0.0391,0.1124,0.2545,0.157,0.0241,0.0993,0.1936,0.0485,0.0091,0.0285,0.062,12.9745,2.9942,7.725,21.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3256,0.0943,0.1538,0.5452,12.6758,3.6705,5.99,21.224,0.2017,0.0356,0.1252,0.2602
iccad4,NNHSCAD4602_8,FP,NHS,HS,layercam,30,15053,15053,15360,30,11,0.0371,0,46,0.3012,0.296,0.0763,3.195,0.0,0.0,0.7341,29.164,0.3423,0.1949,0.0391,0.1124,0.2545,0.157,0.0241,0.0993,0.1936,0.0485,0.0091,0.0285,0.062,12.9745,2.9942,7.725,21.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3256,0.0943,0.1538,0.5452,12.6758,3.6705,5.99,21.224,0.2017,0.0356,0.1252,0.2602
iccad4,NNHSCAD4602_8,FP,NHS,HS,occlusion,30,15053,15053,15360,30,11,0.0371,0,46,0.3302,0.2516,0.0801,4.408,0.0,0.0,0.5401,21.458,0.3297,0.1949,0.0391,0.1124,0.2545,0.157,0.0241,0.0993,0.1936,0.0485,0.0091,0.0285,0.062,12.9745,2.9942,7.725,21.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3256,0.0943,0.1538,0.5452,12.6758,3.6705,5.99,21.224,0.2017,0.0356,0.1252,0.2602
iccad4,HSCAD498,FN,HS,NHS,gradcam,10,5018,5018,5120,30,10,0.0413,0,50,0.2678,0.2244,0.0407,5.093,0.0,0.0,0.0585,7.573,0.2002,0.1607,0.054,0.0641,0.2635,0.1783,0.062,0.0693,0.2744,0.0426,0.0151,0.0162,0.0664,13.3018,5.5467,5.279,25.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0907,0.0727,0.0,0.2862,11.517,9.2283,0.0,36.328,0.1612,0.0505,0.0699,0.2328
iccad4,HSCAD498,FN,HS,NHS,gradcam_plus,10,5018,5018,5120,30,10,0.0413,0,50,0.2678,0.2244,0.0407,5.093,0.0,0.0,0.0585,7.573,0.2002,0.1607,0.054,0.0641,0.2635,0.1783,0.062,0.0693,0.2744,0.0426,0.0151,0.0162,0.0664,13.3018,5.5467,5.279,25.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0907,0.0727,0.0,0.2862,11.517,9.2283,0.0,36.328,0.1612,0.0505,0.0699,0.2328
iccad4,HSCAD498,FN,HS,NHS,layercam,10,5018,5018,5120,30,10,0.0413,0,50,0.29,0.3043,0.0686,4.093,0.0,0.0,0.2015,26.106,0.2726,0.1607,0.054,0.0641,0.2635,0.1783,0.062,0.0693,0.2744,0.0426,0.0151,0.0162,0.0664,13.3018,5.5467,5.279,25.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0907,0.0727,0.0,0.2862,11.517,9.2283,0.0,36.328,0.1612,0.0505,0.0699,0.2328
iccad4,HSCAD498,FN,HS,NHS,occlusion,10,5018,5018,5120,30,10,0.0413,0,50,0.2477,0.2573,0.0624,5.854,0.0,0.0,0.0769,9.964,0.2118,0.1607,0.054,0.0641,0.2635,0.1783,0.062,0.0693,0.2744,0.0426,0.0151,0.0162,0.0664,13.3018,5.5467,5.279,25.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0907,0.0727,0.0,0.2862,11.517,9.2283,0.0,36.328,0.1612,0.0505,0.0699,0.2328
iccad4,HSCAD498,FN,HS,NHS,gradcam,20,10035,10035,10240,30,10,0.0413,0,50,0.1734,0.182,0.0445,9.945,0.0,0.0,0.1538,9.965,0.1482,0.1541,0.0393,0.0592,0.282,0.1702,0.0434,0.0687,0.327,0.0398,0.0104,0.0161,0.0766,13.2251,3.4721,5.539,22.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1978,0.0927,0.0415,0.3892,12.5554,5.886,2.637,24.707,0.1542,0.0362,0.077,0.2897
iccad4,HSCAD498,FN,HS,NHS,gradcam_plus,20,10035,10035,10240,30,10,0.0413,0,50,0.1734,0.182,0.0445,9.945,0.0,0.0,0.1538,9.965,0.1482,0.1541,0.0393,0.0592,0.282,0.1702,0.0434,0.0687,0.327,0.0398,0.0104,0.0161,0.0766,13.2251,3.4721,5.539,22.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1978,0.0927,0.0415,0.3892,12.5554,5.886,2.637,24.707,0.1542,0.0362,0.077,0.2897
iccad4,HSCAD498,FN,HS,NHS,layercam,20,10035,10035,10240,30,10,0.0413,0,50,0.2715,0.2852,0.0667,4.381,0.0,0.0,0.5,32.387,0.2575,0.1541,0.0393,0.0592,0.282,0.1702,0.0434,0.0687,0.327,0.0398,0.0104,0.0161,0.0766,13.2251,3.4721,5.539,22.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1978,0.0927,0.0415,0.3892,12.5554,5.886,2.637,24.707,0.1542,0.0362,0.077,0.2897
iccad4,HSCAD498,FN,HS,NHS,occlusion,20,10035,10035,10240,30,10,0.0413,0,50,0.1909,0.2195,0.0502,6.926,0.0,0.0,0.1123,7.275,0.1991,0.1541,0.0393,0.0592,0.282,0.1702,0.0434,0.0687,0.327,0.0398,0.0104,0.0161,0.0766,13.2251,3.4721,5.539,22.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1978,0.0927,0.0415,0.3892,12.5554,5.886,2.637,24.707,0.1542,0.0362,0.077,0.2897
iccad4,HSCAD498,FN,HS,NHS,gradcam,30,15053,15053,15360,30,10,0.0413,0,50,0.1156,0.1213,0.0297,14.287,0.0,0.0,0.1538,6.643,0.1172,0.155,0.027,0.087,0.2133,0.172,0.0288,0.1193,0.2426,0.0405,0.0073,0.0258,0.0579,13.0095,2.5872,8.433,17.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.0779,0.2031,0.5708,12.6107,3.2983,8.594,24.154,0.1563,0.0236,0.1017,0.213
iccad4,HSCAD498,FN,HS,NHS,gradcam_plus,30,15053,15053,15360,30,10,0.0413,0,50,0.1156,0.1213,0.0297,14.287,0.0,0.0,0.1538,6.643,0.1172,0.155,0.027,0.087,0.2133,0.172,0.0288,0.1193,0.2426,0.0405,0.0073,0.0258,0.0579,13.0095,2.5872,8.433,17.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.0779,0.2031,0.5708,12.6107,3.2983,8.594,24.154,0.1563,0.0236,0.1017,0.213
iccad4,HSCAD498,FN,HS,NHS,layercam,30,15053,15053,15360,30,10,0.0413,0,50,0.2569,0.2753,0.0653,4.703,0.0,0.0,0.6892,29.762,0.2481,0.155,0.027,0.087,0.2133,0.172,0.0288,0.1193,0.2426,0.0405,0.0073,0.0258,0.0579,13.0095,2.5872,8.433,17.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.0779,0.2031,0.5708,12.6107,3.2983,8.594,24.154,0.1563,0.0236,0.1017,0.213
iccad4,HSCAD498,FN,HS,NHS,occlusion,30,15053,15053,15360,30,10,0.0413,0,50,0.1908,0.217,0.0502,7.162,0.0,0.0,0.1692,7.308,0.2018,0.155,0.027,0.087,0.2133,0.172,0.0288,0.1193,0.2426,0.0405,0.0073,0.0258,0.0579,13.0095,2.5872,8.433,17.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.0779,0.2031,0.5708,12.6107,3.2983,8.594,24.154,0.1563,0.0236,0.1017,0.213
iccad4,HSCAD444,FN,HS,NHS,gradcam,10,5018,5018,5120,30,10,0.0344,0,42,0.4089,0.2985,0.0771,2.973,0.0,0.0,0.119,12.953,0.3048,0.2619,0.0425,0.1645,0.3375,0.2052,0.0237,0.1602,0.2545,0.0668,0.0085,0.0494,0.084,5.1698,1.048,3.567,7.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0876,0.0678,0.0,0.3168,9.3424,7.229,0.0,33.789,0.2638,0.0332,0.1926,0.3319
iccad4,HSCAD444,FN,HS,NHS,gradcam_plus,10,5018,5018,5120,30,10,0.0344,0,42,0.4089,0.2985,0.0771,2.973,0.0,0.0,0.119,12.953,0.3048,0.2619,0.0425,0.1645,0.3375,0.2052,0.0237,0.1602,0.2545,0.0668,0.0085,0.0494,0.084,5.1698,1.048,3.567,7.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0876,0.0678,0.0,0.3168,9.3424,7.229,0.0,33.789,0.2638,0.0332,0.1926,0.3319
iccad4,HSCAD444,FN,HS,NHS,layercam,10,5018,5018,5120,30,10,0.0344,0,42,0.278,0.2668,0.0674,3.344,0.0,0.0,0.1923,20.925,0.3217,0.2619,0.0425,0.1645,0.3375,0.2052,0.0237,0.1602,0.2545,0.0668,0.0085,0.0494,0.084,5.1698,1.048,3.567,7.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0876,0.0678,0.0,0.3168,9.3424,7.229,0.0,33.789,0.2638,0.0332,0.1926,0.3319
iccad4,HSCAD444,FN,HS,NHS,occlusion,10,5018,5018,5120,30,10,0.0344,0,42,0.3523,0.2748,0.0869,3.852,0.0,0.0,0.1154,12.555,0.2929,0.2619,0.0425,0.1645,0.3375,0.2052,0.0237,0.1602,0.2545,0.0668,0.0085,0.0494,0.084,5.1698,1.048,3.567,7.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0876,0.0678,0.0,0.3168,9.3424,7.229,0.0,33.789,0.2638,0.0332,0.1926,0.3319
iccad4,HSCAD444,FN,HS,NHS,gradcam,20,10035,10035,10240,30,10,0.0344,0,42,0.399,0.2644,0.0976,3.264,0.0,0.0,0.2491,13.553,0.2942,0.2498,0.0364,0.1867,0.317,0.1983,0.0227,0.1571,0.2434,0.0639,0.008,0.0495,0.0797,5.4033,0.7627,4.146,6.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2219,0.0751,0.0476,0.3333,11.8295,4.0044,2.539,17.773,0.252,0.0327,0.1916,0.3238
iccad4,HSCAD444,FN,HS,NHS,gradcam_plus,20,10035,10035,10240,30,10,0.0344,0,42,0.399,0.2644,0.0976,3.264,0.0,0.0,0.2491,13.553,0.2942,0.2498,0.0364,0.1867,0.317,0.1983,0.0227,0.1571,0.2434,0.0639,0.008,0.0495,0.0797,5.4033,0.7627,4.146,6.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2219,0.0751,0.0476,0.3333,11.8295,4.0044,2.539,17.773,0.252,0.0327,0.1916,0.3238
iccad4,HSCAD444,FN,HS,NHS,layercam,20,10035,10035,10240,30,10,0.0344,0,42,0.2743,0.2574,0.0713,3.598,0.0,0.0,0.3901,21.226,0.31,0.2498,0.0364,0.1867,0.317,0.1983,0.0227,0.1571,0.2434,0.0639,0.008,0.0495,0.0797,5.4033,0.7627,4.146,6.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2219,0.0751,0.0476,0.3333,11.8295,4.0044,2.539,17.773,0.252,0.0327,0.1916,0.3238
iccad4,HSCAD444,FN,HS,NHS,occlusion,20,10035,10035,10240,30,10,0.0344,0,42,0.2619,0.2345,0.0699,5.483,0.0,0.0,0.1886,10.264,0.2464,0.2498,0.0364,0.1867,0.317,0.1983,0.0227,0.1571,0.2434,0.0639,0.008,0.0495,0.0797,5.4033,0.7627,4.146,6.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2219,0.0751,0.0476,0.3333,11.8295,4.0044,2.539,17.773,0.252,0.0327,0.1916,0.3238
iccad4,HSCAD444,FN,HS,NHS,gradcam,30,15053,15053,15360,30,10,0.0344,0,42,0.3488,0.2368,0.0929,3.802,0.0,0.0,0.4176,15.146,0.2744,0.2623,0.0257,0.2151,0.3451,0.2039,0.0143,0.1718,0.2306,0.0662,0.0054,0.0542,0.0761,5.1833,0.5257,3.874,6.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2802,0.1176,0.0641,0.5293,9.9609,4.1789,2.279,18.815,0.2597,0.0213,0.212,0.3125
iccad4,HSCAD444,FN,HS,NHS,gradcam_plus,30,15053,15053,15360,30,10,0.0344,0,42,0.3488,0.2368,0.0929,3.802,0.0,0.0,0.4176,15.146,0.2744,0.2623,0.0257,0.2151,0.3451,0.2039,0.0143,0.1718,0.2306,0.0662,0.0054,0.0542,0.0761,5.1833,0.5257,3.874,6.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2802,0.1176,0.0641,0.5293,9.9609,4.1789,2.279,18.815,0.2597,0.0213,0.212,0.3125
iccad4,HSCAD444,FN,HS,NHS,layercam,30,15053,15053,15360,30,10,0.0344,0,42,0.2772,0.2462,0.0738,3.77,0.0,0.0,0.6044,21.923,0.3009,0.2623,0.0257,0.2151,0.3451,0.2039,0.0143,0.1718,0.2306,0.0662,0.0054,0.0542,0.0761,5.1833,0.5257,3.874,6.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2802,0.1176,0.0641,0.5293,9.9609,4.1789,2.279,18.815,0.2597,0.0213,0.212,0.3125
iccad4,HSCAD444,FN,HS,NHS,occlusion,30,15053,15053,15360,30,10,0.0344,0,42,0.2551,0.2348,0.0745,5.34,0.0,0.0,0.2985,10.828,0.2469,0.2623,0.0257,0.2151,0.3451,0.2039,0.0143,0.1718,0.2306,0.0662,0.0054,0.0542,0.0761,5.1833,0.5257,3.874,6.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2802,0.1176,0.0641,0.5293,9.9609,4.1789,2.279,18.815,0.2597,0.0213,0.212,0.3125
iccad4,HSCAD488,FN,HS,NHS,gradcam,10,5018,5018,5120,30,8,0.0701,0,40,0.2748,0.3876,0.0763,2.696,0.0,0.0,0.1192,12.356,0.4199,0.244,0.0729,0.1158,0.3967,0.1607,0.0328,0.1025,0.2227,0.0525,0.0149,0.025,0.0816,7.2324,1.7403,4.628,10.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0875,0.0574,0.0,0.2231,8.8867,5.8297,0.0,22.656,0.2433,0.0592,0.1216,0.3513
iccad4,HSCAD488,FN,HS,NHS,gradcam_plus,10,5018,5018,5120,30,8,0.0701,0,40,0.2748,0.3876,0.0763,2.696,0.0,0.0,0.1192,12.356,0.4199,0.244,0.0729,0.1158,0.3967,0.1607,0.0328,0.1025,0.2227,0.0525,0.0149,0.025,0.0816,7.2324,1.7403,4.628,10.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0875,0.0574,0.0,0.2231,8.8867,5.8297,0.0,22.656,0.2433,0.0592,0.1216,0.3513
iccad4,HSCAD488,FN,HS,NHS,layercam,10,5018,5018,5120,30,8,0.0701,0,40,0.2977,0.1985,0.0628,4.431,0.0,0.0,0.2462,25.508,0.2951,0.244,0.0729,0.1158,0.3967,0.1607,0.0328,0.1025,0.2227,0.0525,0.0149,0.025,0.0816,7.2324,1.7403,4.628,10.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0875,0.0574,0.0,0.2231,8.8867,5.8297,0.0,22.656,0.2433,0.0592,0.1216,0.3513
iccad4,HSCAD488,FN,HS,NHS,occlusion,10,5018,5018,5120,30,8,0.0701,0,40,0.5261,0.153,0.0574,4.906,0.0,0.0,0.0,0.0,0.4723,0.244,0.0729,0.1158,0.3967,0.1607,0.0328,0.1025,0.2227,0.0525,0.0149,0.025,0.0816,7.2324,1.7403,4.628,10.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0875,0.0574,0.0,0.2231,8.8867,5.8297,0.0,22.656,0.2433,0.0592,0.1216,0.3513
iccad4,HSCAD488,FN,HS,NHS,gradcam,20,10035,10035,10240,30,8,0.0701,0,40,0.2389,0.2523,0.0651,5.039,0.0,0.0,0.1904,9.865,0.3291,0.2421,0.0417,0.1617,0.3215,0.1573,0.0195,0.1079,0.1937,0.0503,0.0081,0.0336,0.0678,7.1694,0.9486,5.82,9.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2041,0.0974,0.075,0.5269,10.3645,4.945,3.809,26.758,0.2454,0.0357,0.1931,0.3118
iccad4,HSCAD488,FN,HS,NHS,gradcam_plus,20,10035,10035,10240,30,8,0.0701,0,40,0.2389,0.2523,0.0651,5.039,0.0,0.0,0.1904,9.865,0.3291,0.2421,0.0417,0.1617,0.3215,0.1573,0.0195,0.1079,0.1937,0.0503,0.0081,0.0336,0.0678,7.1694,0.9486,5.82,9.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2041,0.0974,0.075,0.5269,10.3645,4.945,3.809,26.758,0.2454,0.0357,0.1931,0.3118
iccad4,HSCAD488,FN,HS,NHS,layercam,20,10035,10035,10240,30,8,0.0701,0,40,0.2564,0.1864,0.0608,4.886,0.0,0.0,0.4385,22.72,0.2704,0.2421,0.0417,0.1617,0.3215,0.1573,0.0195,0.1079,0.1937,0.0503,0.0081,0.0336,0.0678,7.1694,0.9486,5.82,9.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2041,0.0974,0.075,0.5269,10.3645,4.945,3.809,26.758,0.2454,0.0357,0.1931,0.3118
iccad4,HSCAD488,FN,HS,NHS,occlusion,20,10035,10035,10240,30,8,0.0701,0,40,0.424,0.1578,0.0599,5.482,0.0,0.0,0.0231,1.196,0.4041,0.2421,0.0417,0.1617,0.3215,0.1573,0.0195,0.1079,0.1937,0.0503,0.0081,0.0336,0.0678,7.1694,0.9486,5.82,9.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2041,0.0974,0.075,0.5269,10.3645,4.945,3.809,26.758,0.2454,0.0357,0.1931,0.3118
iccad4,HSCAD488,FN,HS,NHS,gradcam,30,15053,15053,15360,30,8,0.0701,0,40,0.2832,0.2439,0.0719,4.502,0.0,0.0,0.2654,9.168,0.2953,0.2484,0.0293,0.2026,0.3229,0.155,0.0191,0.1202,0.1887,0.05,0.0072,0.0387,0.0636,7.1744,0.8052,5.196,8.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.0795,0.15,0.4423,9.987,2.6921,5.078,14.974,0.2504,0.0259,0.1969,0.3078
iccad4,HSCAD488,FN,HS,NHS,gradcam_plus,30,15053,15053,15360,30,8,0.0701,0,40,0.2832,0.2439,0.0719,4.502,0.0,0.0,0.2654,9.168,0.2953,0.2484,0.0293,0.2026,0.3229,0.155,0.0191,0.1202,0.1887,0.05,0.0072,0.0387,0.0636,7.1744,0.8052,5.196,8.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.0795,0.15,0.4423,9.987,2.6921,5.078,14.974,0.2504,0.0259,0.1969,0.3078
iccad4,HSCAD488,FN,HS,NHS,layercam,30,15053,15053,15360,30,8,0.0701,0,40,0.2385,0.1839,0.0589,5.048,0.0,0.0,0.5942,20.527,0.261,0.2484,0.0293,0.2026,0.3229,0.155,0.0191,0.1202,0.1887,0.05,0.0072,0.0387,0.0636,7.1744,0.8052,5.196,8.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.0795,0.15,0.4423,9.987,2.6921,5.078,14.974,0.2504,0.0259,0.1969,0.3078
iccad4,HSCAD488,FN,HS,NHS,occlusion,30,15053,15053,15360,30,8,0.0701,0,40,0.3811,0.1553,0.0597,5.926,0.0,0.0,0.1327,4.584,0.3531,0.2484,0.0293,0.2026,0.3229,0.155,0.0191,0.1202,0.1887,0.05,0.0072,0.0387,0.0636,7.1744,0.8052,5.196,8.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.0795,0.15,0.4423,9.987,2.6921,5.078,14.974,0.2504,0.0259,0.1969,0.3078
iccad5,HSCAD50,TP,HS,HS,gradcam,10,5018,5018,5120,30,10,0.0425,3,46,0.2848,0.2541,0.0735,4.172,0.4762,1.993,0.107,12.754,0.3137,0.2199,0.0533,0.102,0.325,0.184,0.0305,0.1254,0.25,0.059,0.0104,0.0398,0.0824,6.1155,1.0432,4.338,8.46,0.1,0.3,0.0,1.0,0.4102,1.2306,0.0,4.102,0.1136,0.0629,0.0,0.2191,13.2681,7.3411,0.0,25.586,0.2158,0.0461,0.1326,0.3102
iccad5,HSCAD50,TP,HS,HS,gradcam_plus,10,5018,5018,5120,30,10,0.0425,3,46,0.2848,0.2541,0.0735,4.172,0.4762,1.993,0.107,12.754,0.3137,0.2199,0.0533,0.102,0.325,0.184,0.0305,0.1254,0.25,0.059,0.0104,0.0398,0.0824,6.1155,1.0432,4.338,8.46,0.1,0.3,0.0,1.0,0.4102,1.2306,0.0,4.102,0.1136,0.0629,0.0,0.2191,13.2681,7.3411,0.0,25.586,0.2158,0.0461,0.1326,0.3102
iccad5,HSCAD50,TP,HS,HS,layercam,10,5018,5018,5120,30,10,0.0425,3,46,0.2848,0.2541,0.0735,4.172,0.4762,1.993,0.107,12.754,0.3137,0.2199,0.0533,0.102,0.325,0.184,0.0305,0.1254,0.25,0.059,0.0104,0.0398,0.0824,6.1155,1.0432,4.338,8.46,0.1,0.3,0.0,1.0,0.4102,1.2306,0.0,4.102,0.1136,0.0629,0.0,0.2191,13.2681,7.3411,0.0,25.586,0.2158,0.0461,0.1326,0.3102
iccad5,HSCAD50,TP,HS,HS,occlusion,10,5018,5018,5120,30,10,0.0425,3,46,0.2848,0.2541,0.0735,4.172,0.4762,1.993,0.107,12.754,0.3137,0.2199,0.0533,0.102,0.325,0.184,0.0305,0.1254,0.25,0.059,0.0104,0.0398,0.0824,6.1155,1.0432,4.338,8.46,0.1,0.3,0.0,1.0,0.4102,1.2306,0.0,4.102,0.1136,0.0629,0.0,0.2191,13.2681,7.3411,0.0,25.586,0.2158,0.0461,0.1326,0.3102
iccad5,HSCAD50,TP,HS,HS,gradcam,20,10035,10035,10240,30,10,0.0425,3,46,0.2853,0.228,0.0758,4.745,1.0,2.093,0.2224,13.254,0.2876,0.2373,0.0463,0.1474,0.3389,0.1899,0.0257,0.1439,0.2436,0.0616,0.0088,0.0468,0.0797,6.016,0.8852,4.369,7.629,0.2667,0.4422,0.0,1.0,0.5469,0.907,0.0,2.051,0.2027,0.0787,0.0217,0.4181,11.8358,4.5944,1.27,24.414,0.2374,0.0365,0.1613,0.3067
iccad5,HSCAD50,TP,HS,HS,gradcam_plus,20,10035,10035,10240,30,10,0.0425,3,46,0.2853,0.228,0.0758,4.745,1.0,2.093,0.2224,13.254,0.2876,0.2373,0.0463,0.1474,0.3389,0.1899,0.0257,0.1439,0.2436,0.0616,0.0088,0.0468,0.0797,6.016,0.8852,4.369,7.629,0.2667,0.4422,0.0,1.0,0.5469,0.907,0.0,2.051,0.2027,0.0787,0.0217,0.4181,11.8358,4.5944,1.27,24.414,0.2374,0.0365,0.1613,0.3067
